SLOVKIA,SR.,Report Mail ID,COMPANY NAME,NUMBER 1,NUMBER 2,WEBSITE LINK,Company details ,EMAIL 1,EMAIL 2,EMAIL 3 purchase manger ,LINKEDIN,LINKEDIN (Company),INSTAGRAM,FACEBOOK,ADDRESS,REMARKS
,11,antwerpen@bmb-bouwmaterialen.be,Gedimat Bridts + Belgium,+32 38272639,,https://www.bmb-bouwmaterialen.be/nl/vestigingen/bmb-bouwmaterialen-aartselaar,,antwerpen@bmb-bouwmaterialen.be/info@bmb-bouwmaterialen.be/hoogstraten@bmb-bouwmaterialen.bewebsite/aartselaar@bmb-bouwmaterialen.be,,,https://www.linkedin.com/company/bmb-bouwmaterialen/,,https://www.instagram.com/bmb.bouwmaterialen,https://www.facebook.com/bmbbouwmaterialen.bme,"Cleydaellaan 12, 2630 Aartselaar, Belgium",Tiles
,12,info@interdal.be,Interdal + Belgium,+32 37762767,,https://www.interdal.be/,,info@interdal.be,,,,,https://www.instagram.com/interdal_be/,https://www.facebook.com/interdalBouwmarkt/,"Dendermondse Steenweg 39, 9100 Sint-Niklaas, Belgium","Sanitary,Tiles"
,13,Jeroenpensaert@skynet.be,Sani Jeroen BVBA + Belgium,+32 495536833,,http://www.sani-jeroen.be/,,Jeroenpensaert@skynet.be,,,,,,https://www.facebook.com/SaniJeroen/,"Fruithoflaan 35, 2600 Antwerpen, Belgium","Sanitary,Tiles"
,14,info@philippaerts.com,Philippaerts + Belgium,+32 34581616,,https://www.molenhuis.be/,,info@philippaerts.com,,,,,https://www.instagram.com/interieur_hetmolenhuis/,https://www.facebook.com/Interieurhetmolenhuis/photos/?_rdr,"Herentalsebaan 152, 2550 Wommelgem, Belgium","Sanitary,Tiles"
,15,info@intercarro.be,Intercarro + Belgium,+32 27209325,,http://www.intercarro.be/,,info@intercarro.be,,,https://www.linkedin.com/company/intercarro-belgium/?originalSubdomain=be,,https://www.instagram.com/intercarro_tegels_carrelages/,https://www.facebook.com/intercarro.outlet/?locale=fr_FR,"Leuvensesteenweg 17, 1932 Zaventem, Belgium","Sanitary,Tiles"
,16,info@totorenov.be,Toto Carrelage + Belgium,+32 23090021,,http://www.totocarrelage.be/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3644011112295358670,,info@totorenov.be,,,https://www.linkedin.com/company/totocarrelage/,,https://www.instagram.com/toto.carrelage/,https://www.facebook.com/Toto.Carrelage,"Rue Godefroid Kurth 33, 1140 Evere, Belgium",Tiles
,17,info@carrocasa.be,carro casa + Belgium,+32 23041010,,http://www.carrocasa.be/,,info@carrocasa.be,,,https://www.linkedin.com/company/carrocasa-ceramics-and-surfaces/,,https://www.instagram.com/carro_casa_tegels_carrelages/,https://www.facebook.com/CarroCasaTegelsCarrelages,"Leuvensesteenweg 526, 1930 Zaventem, Belgium","Sanitary,Tiles"
,18,info@brideco.be,Brideco + Belgium,+32 484307252,,https://www.brideco.be/,,info@brideco.be,,,,,,https://www.facebook.com/p/Brideco-100080259049985/,"Harensesteenweg 101, 1800 Vilvoorde, Belgium",Map
,,,,,,,,,,,,,,,,
PORTUGAL,SR.,Report Mail ID,COMPANY NAME,NUMBER 1,NUMBER 2,WEBSITE LINK,Company details ,EMAIL 1,EMAIL 2,EMAIL 3 purchase manger ,LINKEDIN,LINKEDIN (Company),INSTAGRAM,FACEBOOK,ADDRESS,REMARKS
,1,info@macolide.pt,"Macolide, Lda.",+351 21 163 3633,+351 214 447 083,macolide.pt,"Portuguese building-materials and interior-solutions company serving residential/commercial projects, with bathroom, kitchen and flooring/revestment solutions. (macolide.pt)",info@macolide.pt,apoio.cliente@macolide.pt,projeto@macolide.pt,https://www.linkedin.com/in/paulo-ferreira-1a1621388/,https://www.linkedin.com/company/macolide/,https://www.instagram.com/macolide/,https://www.facebook.com/Macolide/,"Avenida Júlio Dantas, 425, São Domingos de Rana, Portugal, 2785-383",Tiles + Sanitary Ware
,2,info@moodbath.pt,Mood Bath,+351 213461809,+351 914474323,moodbath.pt,"Portugal-based bathroom specialist focused on bathroom design, products and solutions.",info@moodbath.pt,,,,https://www.linkedin.com/in/cristina-machado-9b08b039/?locale=en   - founder ,"https://www.instagram.com/moodbath_lisboa/
https://www.instagram.com/m_cristinamachado/ - founder
",,"travessa fabrica das sedas 2d, 1250 -107, lisboa",Sanitary Ware
,3,comercial@marcosmat.pt,"Marcos – Materiais de Construção, Lda.","+351 289826604
+351 219665300""",+351963471856,marcosmat.pt,Faro-based construction-materials distributor offering bathroom products including shower trays and related materials. (marcosmat.com),comercial@marcosmat.pt,geral@marcosmat.pt,,,,https://www.instagram.com/marcos.mat.const.faro/,https://www.facebook.com/p/Marcos-Materias-de-Constru%C3%A7%C3%A3o-Lda-100057402222803/,"Estrada Nacional 10, Km 129.6, 2695-726 São João da Talha, Portugal",Tiles + Sanitary Ware
,4,mail@alvestone.com,AlveStone,+351914246418,+351935178195/+351935178194,alvestone.com,"Sintra-based company specialising in transformation, import/export and trade of construction materials, including ceramic products, paving and wall coverings. (alvestone.com)",mail@alvestone.com,,,,,https://www.instagram.com/alvestone_lda/,https://www.facebook.com/AlvestoneLda/,"Av. Combatentes, Abrunheira, 2710-089 Sintra, Portugal",Tiles
,5,geral@montael.com,Montael,+351239802520,+351969661169,montael.com,"Portuguese construction-materials retailer/distributor serving building and renovation customers, with a broad materials portfolio.",geral@montael.com,,,,https://www.linkedin.com/company/montael-s-a-/about/,https://www.instagram.com/montael_s.a/,https://www.facebook.com/montael,"Casa Meada, 3040-584 Coimbra, Portugal",Tiles + Sanitary Ware
,6,mfpg@balneumdesign.com,Balneum Design,+351291622612,,balneumdesign.com,Funchal/Madeira bathroom-design specialist representing premium international and Portuguese bathroom brands and handling residential and large projects. (balneumdesign.com),mfpg@balneumdesign.com,hello@glowdigital.pt,,,,https://www.instagram.com/balneumbanhodesign/,https://www.facebook.com/balneumdesign,"Rua da Ponta da Cruz 14, São Martinho, 9000-103 Funchal, Portugal",Sanitary Ware
,7,geral@pretoepinho.com,Preto & Pinho,,,pretoepinho.com,"Portuguese building-materials and home-solutions company supplying products for construction, renovation and interiors.",geral@pretoepinho.com,,,https://www.linkedin.com/in/andr%C3%A9-sousa-4263a7200/,https://www.linkedin.com/company/preto-pinho/,https://www.instagram.com/pretoepinho_banho/,https://pt-pt.facebook.com/preto.pinho/,"R. da Ramoa A1, 4700-855 Braga, Portugal",Tiles + Sanitary Ware
,8,lisboa@macolide.pt,"Macolide, Lda.",+351211633633,,macolide.pt,"Portuguese specialist in integrated bathroom, kitchen and flooring/revestment solutions for residential and commercial projects. (macolide.pt)",info@macolide.pt,projeto@macolide.pt,apoio.cliente@macolide.pt,,https://www.linkedin.com/company/macolide/https://www.linkedin.com/in/walbert-fernandes-575ba819a/https://www.linkedin.com/in/paulo-ferreira-1a1621388/https://www.linkedin.com/in/rita-guerra-b8022785/,https://www.instagram.com/macolide/?hl=enhttps://www.instagram.com/pauloc_ferreira/https://www.instagram.com/aritabguerra/,https://www.facebook.com/Macolide/,"CC dos Mestres 108 110, 1070-180 Lisboa, Portugal",Tiles + Sanitary Ware
,9,revigres@revigres.pt,Revigrés,+351 234660100,,revigres.pt,"Major Portuguese ceramic manufacturer specialising in ceramic wall and floor coverings, with extensive project and international-market experience. (Revigrés)",revigres@revigres.pt,,,,https://www.linkedin.com/company/revigres/,https://www.instagram.com/revigres_tiles,https://www.facebook.com/Revigres,,Tiles
,10,geral_boavista@cscastelo.com,CASTELO,351229789001,35229764205,cscastelo.com,Porto/Rio Tinto construction-materials and decoration retailer with two large showrooms and a broad portfolio of national/international brands. (cscastelo.com),geral@cscastelo.com,geral_boavista@cscastelo.com,,,,https://www.instagram.com/cscastelo/,https://www.facebook.com/coelhodasilvaecastelo,"R. Dom Afonso Henriques 605, 4435-005 Porto, Portugal",Tiles + Sanitary Ware
,11,cicap@cicap.pt,CICAP,351961786181,351220938582,cicap.pt,Portuguese construction-materials company serving building and renovation markets with a range of finishing and construction products.,lizmundo@lizmundo.com,cicap@cicap.pt,,,,,,"R. Arquitecto Marques da Silva 227, 4150-484 Porto, Portugal",Tiles + Sanitary Ware
,12,decoralexandra@matobra.pt,Matobra,+351239433777,,matobra.pt,"Coimbra-based company offering complete home solutions covering bathrooms, kitchens, flooring, wall coverings, construction and decoration. (Matobra)",mail@matobra.pt,decoralexandra@matobra.pt,,,https://www.linkedin.com/company/matobra,https://www.instagram.com/oficialmatobra/,https://www.facebook.com/OficialMatobra/,"Rua Ponte de Eiras, s/n, Ponte de Eiras, 3020-323 Coimbra, Portugal",Tiles + Sanitary Ware
,13,cozinhas@macolide.pt,"Macolide, Lda.",+351211633633,,macolide.pt,"Portuguese specialist in integrated bathroom, kitchen and flooring/revestment solutions for residential and commercial projects. (macolide.pt)",info@macolide.pt,projeto@macolide.pt,apoio.cliente@macolide.pt,,https://www.linkedin.com/company/macolide/https://www.linkedin.com/in/walbert-fernandes-575ba819a/https://www.linkedin.com/in/paulo-ferreira-1a1621388/https://www.linkedin.com/in/rita-guerra-b8022785/,https://www.instagram.com/macolide/?hl=enhttps://www.instagram.com/pauloc_ferreira/https://www.instagram.com/aritabguerra/,https://www.facebook.com/Macolide/,"CC dos Mestres 108 110, 1070-180 Lisboa, Portugal",Tiles + Sanitary Ware
,14,info@xviii.pt,XVIII – Azulejo e Faiança,351211566788,+351 213471976,xviii.pt,"Lisbon-based artisan producer specialising in handcrafted, hand-painted Portuguese tiles and pottery inspired by traditional designs. (XVIII - Azulejo e Faiança)",,,,,,https://www.instagram.com/xviii_azulejo_e_faianca/,https://www.facebook.com/profile.php?id=100063482323280#,"Largo de Santa Luzia nº9, 1100-411 Lisboa, Portugal",Tiles
,15,info@casapeixoto.pt,Casa Peixoto,+351258359800,,casapeixoto.pt,"Large Portuguese construction-materials distributor with 45+ years in the market, covering flooring, wall coverings, bathrooms, kitchens and construction. (Casa Peixoto)",info@casapeixoto.pt,posvenda@casapeixoto.pt,,,https://www.linkedin.com/company/casapeixoto/,https://www.instagram.com/casa_peixoto/,https://www.facebook.com/Casa.Peixoto/,"Estrada da Circunvalação, n.º 5579 Rua Diamantina, n.ºs 163E e 255E, 4350-283 Porto, Portugal",Tiles + Sanitary Ware
,16,geral@unlimitedsurfaces.pt,Unlimited Surfaces,351916060059,,unlimitedsurfaces.pt,"Portuguese specialist in fabricated acrylic surfaces such as Corian, Staron and Kerrock for kitchens, bathrooms and commercial projects. (unlimitedsurfaces.pt)",geral@unlimitedsurfaces.pt,,,,https://www.linkedin.com/company/unlimitedsurfaces/,https://www.instagram.com/unlimitedsurfaces/,https://www.facebook.com/unlimitedsurfaces,"R. dos Ourives 45 Pátio 47 Casa 3, Linhó, 2710-144 Sintra, Portugal",Sanitary Ware
,17,info@panoramaweb.es,PanoramaWeb,351924439455,351924261354,panoramaweb.es,Spanish digital/web-services company rather than a construction-materials or bathroom/tiles distributor.,info@panoramaweb.es,pt@emisan.es,,,,,,"Estr. Eiras 52, 3020-119 Coimbra, Portugal",Neither — Remove
,18,foztubo.lda@sapo.pt,"Foztubo, Lda.",351233436146,+351233423183/+351233436145,https://sapo.pt/,"Portuguese internet/media portal; the supplied foztubo.lda@sapo.pt address is an email hosted on SAPO, not the company's own website.",,,,,,,,"Rua José Nunes Medina 44 - 48, 3080-846 Figueira da Foz",Not applicable
,,,,,,,,,,,,,,,,
Romania,SR.,Report Mail ID,COMPANY NAME,NUMBER 1,NUMBER 2,website,Company details ,EMAIL 1,EMAIL 2,EMAIL 3 purchase manger ,linkdin,linkdin,INSTAGRAM,facebook,ADDRESS,REMARKS
,1,logistica@serstill.ro,Showroom Serstill Brașov,+40 268 312 484,+40 268 311 511,https://www.serstill.ro/,,office@serstill.ro,logistica@serstill.ro,,,,,,"Str. Carpaților Nr.53, Brașov 500269, Romania",sanitay ware
,2,office@banyodesign.ro,Sani Store,40745140056,,https://www.sanistore.ro/,,office@banyodesign.ro,,,,,,,"Expo Top Construct, Strada Valea Cascadelor 23, București 061512, Romania",sanitary ware
,3,office@neakaisa.ro,Neakaisa.ro,40376300091,,https://www.neakaisa.ro/,Vlad Sardescu (co founder),"office@neakaisa.ro
vlad@neakaisa.ro
vladsardescu@gmail.com",suport@neakaisa.ro,,https://www.linkedin.com/company/neakaisa-ro/,https://www.linkedin.com/company/neakaisa-ro/,https://www.instagram.com/neakaisa.ro/,https://www.facebook.com/neakaisa.ro/,"Strada Atelierului 20, București 010848, Romania",sanitary ware
,4,office@zoiss.ro,ZOISS home design,40241660630,,https://zoiss.ro/,,office@zoiss.ro,,,,,https://www.instagram.com/zoiss.ro/,https://www.facebook.com/ZOISShomedesign/,"Strada Tudor Vladimirescu 8, Constanța 900669, Romania",tiles and sanitary ware
,5,showroom@punctdesign.ro,Punct Design | Showroom Design Interior,40725 914 648(NO),40724 270 254,https://punctdesign.ro/,,showroom@punctdesign.ro,,,https://www.linkedin.com/company/punct-design-interior/,https://www.linkedin.com/company/punct-design-interior/,https://www.instagram.com/punctdesign.ro/,https://www.facebook.com/profile.php?id=61551212916523,"Strada Ion Gheorghe Duca 1, Constanța 900697, Romania",tiles and sanitary ware
,6,dana.birtas@athenaceramics.ro,Athena Ceramics,40729168280,,https://athenaceramics.ro/,,dana.birtas@athenaceramics.ro,adina.rad@athenaceramics.ro,,,,https://www.instagram.com/athenaceramics.ro,https://www.facebook.com/athenaceramicscluj,"Strada Anton Pann 28-30, Cluj-Napoca 400053, Romania",tiles and sanitary ware
,7,info@cubodesign.ro,Cubo,40747470470,,https://www.cubodesign.ro/,,info@cubodesign.ro,,,https://www.linkedin.com/company/cubodesign-ro/,https://www.linkedin.com/company/cubodesign-ro/,,https://www.facebook.com/CUBOdesign.ro,"Calea București 116, Brașov, Romania",tiles and sanitary ware
,8,office@conrep.ro,CONREP Showroom,40368730546,,https://www.conrep.ro/produse/obiecte-sanitare/wc/,,office@conrep.ro,john@conrep.ro,smil@conrep.ro/csaba.orbok@conrep.ro/eugen@conrep.ro,,,https://www.instagram.com/conrep.ro,https://www.facebook.com/conrep.showroom,"Bulevardul Griviței A50, Brașov 500177, Romania",tiles and sanitary ware
,9,contact@ravimdesign.ro,Ravim Design,+40 729 724 137,,https://ravimdesign.ro/,,contact@ravimdesign.ro,,,,,https://www.instagram.com/ravimdesign.ro/,https://www.facebook.com/profile.php?id=61567470129503&mibextid=wwXIfr&rdid=9qoAQ5dNTn4jEr6I&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F15r5NbHCYs%2F%3Fmibextid%3DwwXIfr#,") is Strada Rezervelor nr. 58A, Sat Dudu, Comuna Chiajna, Județul Ilfov, Cod 077041, România.",sanitaryware
,10,contact@lebada.ro,Lebada Showroom,+40 722 694 519,,https://lebada.ro/,,,contact@lebada.ro,,,,https://www.instagram.com/lebada.ro/?hl=en&g=4,https://www.facebook.com/lebadasrl/,"Careiului C15-17, Satu Mare, Romania, 440179",tiles and sanitaryware
,11,office@ideacasa.ro,IDEACASA,+40 764 418 288,+40 766 545 998 (wp),https://ideacasa-shop.ro/,,,office@ideacasa.ro,,,,https://www.instagram.com/ideacasa.ro/?hl=en&g=5,https://www.facebook.com/ideacasa.ro,"Calea Rahovei 266-268, Bucharest, Romania, 050912",sanitaryware
,12,edyceramic@gmail.com,Edy Ceramic,+40 723 612 151,,https://edyceramic.ro/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPOTM2NjE5NzQzMzkyNDU5AAGnNFkuF9PCMTZw_r2TQMC0a8Qn5OKkSFSrOz01nREQ4D1bKummpmjkj-QzwMI_aem_ZE_VDhHr2V8MTqayRkGcXg,,,edyceramic@gmail.com,,https://www.instagram.com/edyceramic/?hl=en,https://www.instagram.com/edyceramic/?hl=en,https://www.instagram.com/edyceramic/?hl=en,https://www.facebook.com/edyceramic/,"Calea Rădăuțiului nr 55, Marginea, Romania, 727345",tiles and sanitaryware
,13,comenzi@euro-instal.ro,Euroinstal,+40 736 100 100,,https://euro-instal.ro/?srsltid=AfmBOorfBg893hIgGyL-BbYuHX42eUik9NfLRYmpp0-ugjczLmu5Kbu8,,,comenzi@euro-instal.ro,,https://www.linkedin.com/company/euroinstal/,https://www.linkedin.com/company/euroinstal/,https://www.instagram.com/euroinstal.ro/,https://www.facebook.com/euroinstal.ro#,"Bulevardul Liviu Rebreanu 47, Timișoara 300425, Romania",sanitary ware
,14,comenzi@edenshop.ro,Eden Shop,+40 724 034 269,,https://www.edenshop.ro/,,,comenzi@edenshop.ro,,https://www.instagram.com/edenshopcluj/,https://www.instagram.com/edenshopcluj/,https://www.instagram.com/edenshopcluj/,https://www.facebook.com/profile.php?id=100095572773365,"Strada Dunarii 144 ap 2, Cluj-Napoca, Romania, 400593",sanitaryware
,15,office@tempini.ro,Tempini Solutions romania,+40 725 213 711,,https://www.tempini.ro/en/,,,office@tempini.ro,,,,http://instagram.com/tempiniromania,http://facebook.com/tempini.romania,"Strada Frumoasă, nr.19, Bucharest, Romania, 010985",tiles and sanitaryware
,16,office@relaxtrade.ro,Relax Trade Srl,40740301261,,https://relaxtrade.ro/,,,office@relaxtrade.ro,,,,https://www.facebook.com/relaxtrade.srl,https://www.facebook.com/relaxtrade.srl,"Strada Beclean, 535600 Odorheiu Secuiesc, Romania",sanitaryware
,17,office@atenalux.ro,Atena Lux Srl Bulevardul Independentei 23 Baia Mare Maramures Romania,+40 747 080 829,,,,,office@atenalux.ro,,,,https://www.instagram.com/atenalux?fbclid=IwY2xjawTWXs5wZG9mBWV4dG4DYWVtAjEwAGJyaWQRMXRFZkdRRlM5VTc1UW05dGlzcnRjBmFwcF9pZBAyMjIwMzkxNzg4MjAwODkyAAEeRdqEWTcl-QFJiSjhB6JfMlzVJ3n3gbaka4l8p6oFgvrhPTFB-PHcQ9hK7jo_aem_2LEgRqaNBku6Sp44bVLVkg,https://www.facebook.com/atena.lux,"Șoseaua Alba Iulia 100, Sibiu 550052, Romania",tiles and sanitary ware
